Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Rumiyah,6,Feb-17,Unknown,Ja’far Ibn Abdillah Ibn Aslam,"Ja’far Ibn Abdillah Ibn Aslam said, On the Day of Yamamah, when the fighters had formed ranks, the first person to be wounded was Abu Aqil. He was hit by an arrow that struck him between his shoulders and his heart without killing him. The arrow was removed and the left side of his body became weak in the first part of the day, so he was brought to the encampment. When the fighting intensified and the Muslims were being defeated and had been pushed back past their encampment, Abu Aqil, who was weak due to his wound, heard Ma’n Ibn Adiyy shouting, O Ansar! Remember Allah and charge the enemy!’",,
Rumiyah,2,Oct-16,Salaf,Ja'far as-Sadiq,"Ja’far as-Sadiq ? (d. 148AH) said, If Allah favors you with a blessing and you wish for it to remain and endure, then give much praise and thanks to Him for it.",,The Religion of Islam
Rumiyah,5,Jan-17,Tafsir,at-Tabari,"Likewise, at-Tabari ? stated in his tafsir, Some of the scholars of the Arabic language would say, We view that the fasting person was called a saih because the saih has no provisions with him and simply eats wherever he finds food, so it is as if it was taken from that.’",,The Siyahah of Jihad
Dabiq,13,Dec-15,Unknown,Kamal ad-Din - Ibn Babawayh,"The R?fidah claim that shortly before his death, the last deputy received a letter from the Mahd? stating, Death will come to you within the next six days. So gather your strength. Do not designate anyone to replace you after your death. The Major Occultation will commence with your demise. My reappearance will occur only by the permission of Allah, after a very long time",,The Rafidah from Ibn Saba to the Dajjal
Dabiq,14,Apr-16,Unknown,Liwa al-Islam Magazine,"The top Ikhw?n? leader Is?m al-Ary?n said, The Ikhw?n consider constitutional rule to be the closest to the rule of Islam. They do not prefer any other system to it, especially as emphasized by the fifth conference statement by Hasan al-Bann? … Why do some people insist that Islamists are enemies of democracy? This is a false accusation. We are the first callers to and implementers of democracy. We will defend it to the death [Liw?’ al-Isl?m Magazine].",,The Murtadd Brotherhood
Rumiyah,5,Jan-17,Tafsir,Ibn Zayd Ibn Aslam,"Abdur-Rahman Ibn Zayd Ibn Aslam ? (died 182AH) stated, concerning the tafsir of Allah’s ? statement, As-Saihun, and His ? statement, Saihat, There is neither in the Quran nor for the ummah of Muhammad any siyahah except for hijrah (Reported by at-Tabari). He also said, Their siyahah was the hijrah they performed when they made hijrah to Madinah (Reported by Ibn Abi Hatim).",,The Siyahah of Jihad
Rumiyah,5,Jan-17,Qur'an,at-Tawbah 111-112,"Indeed, Allah has purchased from the believers their lives and their properties [in exchange] for that they will have Jannah. They fight for Allah’s cause, so they kill and are killed. [It is] a true promise [binding] upon Him in the Tawrah, the Injil, and the Quran. And who is truer to his covenant than Allah? So rejoice in your transaction which you have contracted. And it is that which is the great attainment. [Such believers are] the repentant, the saihun… (At-Tawbah 111-112)",,The Siyahah of Jihad
Rumiyah,5,Jan-17,Classical Scholar,Ibn al-Qayyim,"Ibnul-Qayyim ? said, Siyahah has been interpreted as fasting, and it’s been interpreted as traveling to seek knowledge, and it’s been interpreted as jihad, and it’s been interpreted as adhering to obedience. The reality is that it is the siyahah [journey] of the heart in remembering Allah, loving Him, turning to Him in repentance, and longing to meet Him, and all of the aforementioned deeds follow as a result. For this reason, Allah ? described those new wives who would have replaced the wives of the Prophet ? had he divorced the old ones as being saihat, but their siyahah is neither jihad, nor traveling to seek knowledge, nor continuously fasting. It is but the sihayah of their hearts in loving Allah, fearing Him, turning to Him in repentance, and remembering Him. Consider how Allah ? paired between repentance and worship. The first is to abandon what He dislikes, and the second is to do what He loves. Likewise, hamd [praise] and siyahah are paired together. The first is to praise Him with His attributes of perfection and with the siyahah of the tongue in the best of His dhikr, and the second is the siyahah of the heart in loving Him, remembering Him, and venerating Him, just as Allah ? paired between worship and siyahah in the description of the wives, for the first is to worship Him by the limbs and the second is to worship Him by the heart (Hadi al-Arwah).",,The Siyahah of Jihad
Rumiyah,5,Jan-17,Qur'an,al-Anfal 60,Prepare for them whatever you can of strength (Al-Anfal 60),,Paths to Victory Part 3
Rumiyah,5,Jan-17,Unknown,Unknown,"The author of Adwa al-Bayan said, This is a decisive order for preparing as much strength as possible, no matter how advanced the means of strength become. Thus, this is a decisive order to adjust with the development of worldly affairs in this regards.",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Sahih Bukhari,"Allah’s Messenger ? said, Shoot, O Bani Isma’il, for indeed your father was a shooter",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Sahih Muslim,"And he ? said, Indeed strength is shooting",,Paths to Victory Part 3
Dabiq,14,Apr-16,Unknown,Mabadi was Usul fi Mu'tamarat Khassah,"Al-Bann? said, If the examiner looks at the basis of constitutional rule, he will see that overall it is the preserving of all forms of personal freedom, consultation, derivation of authority from the people, the liability of the rulers before the people, the holding of rulers to account for their deeds, and the defining of the power limits for each authoritative body. To the examiner, these principles all clearly agree with the teachings and system of Islam in the method of rule. For this reason, the Muslim Brotherhood believes that the constitutional system of rule is the system of rule established in the world closest to Islam. The Muslim Brotherhood does not prefer any other system to it [Mab?di’ wa Us?l f? Mu’tamar?t Kh?ssah].",,The Murtadd Brotherhood
Rumiyah,5,Jan-17,Tafsir,Abu Ja'far at-Tabari,"First is what Abu Ja’far at-Tabari ? mentioned in his tafsir of His ? saying, Whatever you can of strength. He said, What you are capable of preparing for them of weaponry that will be a means of strength for you against them (Jami’ al-Bayan).",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Qur'an,al-Anbiya 80,"We taught him the making of labus for you, to fortify you against your [enemy in] war. So will you be grateful? (Al-Anbiya 80)",,Paths to Victory Part 3
Rumiyah,3,Nov-16,Unknown,Majmu'at ar-Rasail,"Abdul-Latif Al ash-Shaykh reported this consensus of the scholars, saying, The people of knowledge are agreed upon making takfir of him (Majmu’at ar-Rasail).",,The Obligation of Exposing Wicked Scholars
Rumiyah,5,Jan-17,Tafsir,Ibn Kathir,"Ibn Kathir said, [Allah taught him] how to make coats of armor.",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Qur'an,Saba 11,"Make full coats of mail, and measure the links (Saba 11)",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Tafsir,Adwa al-Bayan,"As for, And measure the links, the author of Adwa al-Bayan said, Meaning make the links and nails, when producing coats of mail, using appropriate measures.",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Qur'an,al-Kahf 96,"Bring me blocks of iron,’ until, when he leveled what was between the two flanks, he said, Blow,’ until, when he had made it a fire, he said, Bring me molten copper to pour over it’ (Al-Kahf 96).",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Qur'an,Hud 37,Make the ark under Our eyes and with Our inspiration (Hud 37),,Paths to Victory Part 3
Rumiyah,4,Dec-16,Unknown,Ma'rifat as-Sahabah,"It is mentioned in Ma’rifat as-Sahabah by Abu Nu’aym that she performed hijrah with her husband Ja’far Ibn Abi Talib. In the land of al-Habashah, she bore him Abdullah, Awn, and Muhammad… Then Ja’far was killed, so Abu Bakr as-Siddiq ? married her and she bore him Muhammad Ibn Abi Bak as-Siddiq in the year of the Farewell Hajj at ash-Shajarah. Then Abu Bakr passed away, so Ali Ibn Abi Talib ? married her and she bore him Yahya Ibn Ali Ibn Abi Talib.",,
Rumiyah,5,Jan-17,Qur'an,an-Nahl 26,"Allah came at their building from the foundations, so the roof fell upon them from above (An-Nahl 26)",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,"Ibn Majah, Abu Dawud, at-Tirmidhi, an-Nasai","the Messenger ? said, Three people enter into Jannah due to a single arrow: The one who made it, hoping it will be used for good, the one who shoots it, and the one who passes it [to the shooter]",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Ahmad,"Allah’s Messenger ? said, Wage jihad against the mushrikin with your tongues",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Ahmad,"He ? also said, Indeed, the believer wages jihad with his sword and his tongue. By the One in whose hand is my soul, it is as if you are shooting [with your words] a barrage of arrows",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,"at-Tirmidhi, an-Nasai","At-Tirmidhi and an-Nasai reported from Anas Ibn Malik that the Prophet ? entered Makkah for Umrat al-Qada and Abdullah Ibn Rawahah was walking in front of him, saying, O sons of infidels, leave alone His way, for we strike for His revelation today – a strike that, heads from their napes, will split, making a beloved, his beloved, forget. Umar then said, Ibn Rawahah! You would recite poetry in front of Allah’s Messenger and at the Haram of Allah?! So the Prophet ? said to him, Leave him alone, Umar, for [such words] pass more quickly through them than a barrage of arrows.",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Ahmad,"When the delegation of the Ansar came for the bay’ah of Aqabah, he said to al-Abbas, Do you know these two men? When he turned, he said, Yes, this is al-Bara Ibn Ma’rur, the chief of his people, and this is Ka’b Ibn Malik. Ka’b said, By Allah, I will not forget the word of Allah’s Messenger ? when he asked, The poet?’ Al-Abbas replied, Yes",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Al-Bayhaqi: Lubab alAnsab,"It was also related that Allah’s Messenger ? would prepare his poets well, as he said to Hassan Ibn Thabit, Go to Abu Bakr and have him teach you the faults of the people, for he is knowledgeable of lineages (Al-Bayhaqi: Lubab alAnsab).",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,Sahih Bukhari,"Hassan sought permission from the Prophet ? to poetically insult the mushrikin [of Quraysh], to which he replied, How about my lineage? Hassan said, I will spare you from them just as a hair is pulled out from dough",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,"Bukhari, Muslim","He said, The most truthful word spoken by a poet is the word of Labid, Alas, everything save Allah is of no avail,’ and Umayyah Ibn Abis-Salt nearly entered into Islam",,Paths to Victory Part 3
Dabiq,9,May-15,Unknown,Masa'il al-Imam Ahmad was Ishaw Ibn Rahawayh,"Because of these ?th?r and others, when Im?m Ahmad was asked, Is there a (preferred) length of time for rib?t? He answered, Forty days. Ish?q Ibn R?hawayh commented, It is as he said",Support,The Virutes of Ribat for the Cause of Allah
Rumiyah,5,Jan-17,Qur'an,ash-Shu'ara 227,"Except those who believe, do righteous deeds, remember Allah often, and take revenge after they were wronged (Ash-Shu’ara 227).",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Tafsir,at-Tabari,"Ibn Abbas said, This means that they respond to the kuffar who were defaming the believers",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,"Bukhari, Muslim","Allah’s Messenger ? said, O Hassan! Respond on behalf of Allah’s Messenger. O Allah, empower him with the Holy Spirit [i.e. Jibril ?]",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Classical Scholar,"Ibn Asakir, ""Tarikh Dimashq""","Ibn Asakir reported that Allah’s Messenger ? said, Who will defend the honor of the Muslims? So Ka’b said, I will! And Ibn Rawahah said, I will! And Hassan said, I will! The Prophet said, Yes. Defame them and the Holy Spirit will aid you against them",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,"at-Tirmidhi, an-Nasai","He ? also said, Indeed, Allah empowers Hassan with the Holy Spirit whenever he boasts for Allah’s Messenger or speaks up for him",,Paths to Victory Part 3
Rumiyah,5,Jan-17,Hadith,"Bukhari, Muslim","Salamah Ibn alAkwa’ said, We went out with the Prophet ? to Khaybar, marching at night. One of the men said to Amir Ibn al-Akwa’, Won’t you let us hear some of your songs?’ And Amir was a poet, so he dismounted and urged the men forward through song",,Paths to Victory Part 3
Dabiq,10,Jun-15,Unknown,Masa'il Harb,"Harb al-Kirm?n? ? said he asked Ish?q Ibn R?hawayh ?, Should a man enjoin good upon his parents and forbid them from evil? He replied, He should admonish them kindly. And he should not do so publically. He then reported the athar in which al-Hasan al-Basr? ? was asked by Sal?m Ibn Misk?n ?, Should I enjoin good upon my parents and forbid them from evil? He replied, Advise them if they accept. But if they do not respond, then be silent about them",Support,Tawhid and Our Duty to Our Parents
Rumiyah,5,Jan-17,Hadith,"Bukhari, Muslim","Jabir Ibn Abdillah said, ""I pledged allegiance to Allah's Messenger, voqing to establish the prayer, pay zakah, and give nasihah to every Muslim""",,Religion is Nasihah Being Sincere
Rumiyah,5,Jan-17,Hadith,"Bukhari, Muslim","The Prophet said, ""The religion is nasihah."" They said, ""For whome?"" He said, ""For Allah, His Book, His Messenger, and the imams of the Muslims and their commoners""",,Religion is Nasihah Being Sincere
Rumiyah,5,Jan-17,Qur'an,at-Tawbah 91,"Allah said, ""There is nothing agasint the weak, the ill, or those who find nothing to spend, as long as they are sincere to Allah and His Messenger. There is nothing against the good doers, and Allah is Forgiving and Merciful"" (At-Tawbah 91)",,Religion is Nasihah Being Sincere
Rumiyah,1,Aug-16,Unknown,Masail Harb al-Kirmani,"Ishaq Ibn Rahawayh ? said, The Murjiah went to extremes to the extent that one of their statements became, Whoever abandons the prayer, the fast of Ramadan, the zakah, the hajj, and abandons all other obligations, without denying their obligatory status, we do not make takfir of him and his matter is deferred to Allah thereafter since he acknowledges [the obligatory status of these deeds].’ These are the Murjiah concerning whom there is no doubt (Masail Harb al-Kirmani).",,The Religion of Islam
Dabiq,13,Dec-15,Unknown,Mawqifuna Min Iran,"Adh-Dhaw?hir? said, We consider the Twelver Sh?’ah one of the mubtadi’ sects that innovated bid’ah in creed that reached the point of cursing Ab? Bakr, Umar, the Mothers of the Believers, and the majority of the Sah?bah and T?- bi’?n. They consider them to be kuff?r, they openly curse them, and they consider the Qur’?n to have been distorted … and they have other innovated beliefs such as claiming the infallibility of the twelve im?ms and that these im?ms reached a level that neither a prophet nor angel has reached … As for those who are ignorant and believe in these false tenets due to ah?d?th they thought to be authentic while the truth had not reached them or due to them being ignorant laymen, then they are excused due to ignorance [Mawqifun? Min ?r?n].",,The Rafidah from Ibn Saba to the Dajjal
Dabiq,11,Aug-17,Shia Scholar,al-Nu'mani,"The R?fid? an-Nu’m?n? reports in Al-Ghaybah that Muhammad al-B?qir said, If the people knew what alQ?’im will do when he emerges most of them would not like to see him due to how many people he kills. He will only begin his killings by killing Quraysh. He will not accept from them anything but war and he will not offer them anything but the sword.",,The Mahdi of the Rafidah
Dabiq,13,Dec-15,Shia Scholar,Muhammad Baqir al-Majilisi,"Festivities marking the assassination of Umar Ibn al-Khatt?b ? were also established during this time. This practice was supported by Muhammad B?qir al-Majlis? (died 1111AH), regarded as one of the most important Safaw? palace scholars also given the title Shaykhul-Isl?m by the sh?h. On celebrating Umar’s death, he said, What is known among Sh?’ah in the major cities and lands of our present time is that it [the assassination of Umar] was on the 9th of Rab?’ al-Awwal, and it is a day of celebration [Bih?r al-Anw?r]",,Know Your Enemy: Who Were the Safawiyyah?
Rumiyah,6,Feb-17,Salaf,Muhammad Ibn Thabit Ibn Qays Ibn Shammas al-Ansari,"Muhammad Ibn Thabit Ibn Qays Ibn Shammas al-Ansari narrated, saying, When the Muslims were exposed on the Day of Yamamah, Salim, the freed slave of Abu Hudhayfah, said, This is not how we would be when we were with Allah’s Messenger g!’ He then dug a hole for himself and stood in it, and with him was the banner of the Muhajirin that day. He then fought until he was killed on the Day of Yamamah as a shahid.",,
Rumiyah,5,Jan-17,Qur'an,al-Imran 187,"[Mention], when Allah took a covenant from those who were given the Scripture, [saying], You must make it clear to the people and not conceal it.’ But they threw it away behind their backs and exchanged it for a small price. And wretched is that which they purchased (Al Imran 187).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,al-Baqarah 159,"Indeed, those who conceal what We sent down of clear proofs and guidance after We made it clear for the people in the Scripture – those are cursed by Allah and cursed by those who curse (Al-Baqarah 159).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,an-Nisa 46,[They] distort words from their [proper] usages (An-Nisa 46),,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,al-Imran 78,"Indeed, there is among them a party who alter the Scripture with their tongues so you may think it is from the Scripture, but it is not from the Scripture. And they say, This is from Allah,’ but it is not from Allah. And they speak lies about Allah while they know (Al Imran 78).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,al-Baqarah 195,Do not throw [yourselves] with your [own] hands into destruction (Al-Baqarah 195).,,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Hadith,Abu Dawud,"This is despite the fact that what is intended by destruction is the abandonment of jihad, as the companion Abu Ayyub al-Ansari ? clarified when he said, Throwing ourselves into destruction is by attending to our wealth, amending it, and abandoning jihad",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,at-Tawbah 34,"O you who believe, indeed many of the rabbis and monks devour the wealth of people unjustly and avert [them] from the path of Allah. And those who hoard gold and silver and spend it not in the path of Allah – give them tidings of a painful punishment (At-Tawbah 34).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,al-Baqarah 174,"Indeed, those who conceal what Allah has sent down of the Book and exchange it for a small price – they consume not into their bellies except the Fire. And Allah will not speak to them on the Day of Resurrection, nor will He purify them. And they will have a painful punishment (Al-Baqarah 174).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,al-Imran 187,"[Mention], when Allah took a covenant from those who were given the Scripture, [saying], You must make it clear to the people and not conceal it.’ But they threw it away behind their backs and exchanged it for a small price. And wretched is that which they purchased (Al Imran 187)",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Classical Scholar,Ibn al-Qayyim,"Ibnul-Qayyim ? said, Any scholar who prefers and favors the Dunya will inevitably say about Allah other than the truth (al-Fawaid).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Tafsir,Ibn Abbas,"Ibn Abbas ? said about him, He knew the greatest name of Allah (Tafsir Ibn Abi Hatim)",,Traits of the Evil Scholars
Dabiq,14,Apr-16,Islamist,Muhammad Jamal Hishmat,"The Ikhw?n? parliamentary Muhammad Jam?l Hishmat said, We believe in the transition of power…even if it is for non-Islamists, as long as it is the decision of the people. We believe that supreme power emanates from the people. They have the right to choose, call to account, and remove their leaders [Al-Jaz?rah Interview].",,The Murtadd Brotherhood
Rumiyah,5,Jan-17,Qur'an,al-A'raf 175-176,"Recite to them the news of him to whom we gave [knowledge of] Our signs, but he retreated therefrom; so Shaytan pursued him, and he became of the deviators. And if We had willed, we could have elevated him thereby, but he adhered [instead] to the earth and followed his own desire. So his example is like that of the dog: if you chase him, he pants, or if you leave him, he [still] pants (AlA’raf 175-176).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Tafsir,Tafsir at-Tabari,"Mujahid ? said, This example refers to the one who reads the Book and does not act in accordance with its contents",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Tafsir,Tafsir al-Qurtubi,"Al-Qurtubi said, This example, according to the statements of many scholars of tafsir, is general and encompasses anyone who was given the Quran but did not act in accordance with it",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,at-Tawbah 31,"They have taken their rabbis and monks as lords besides Allah, and [also] the Masih, the son of Maryam. And they were not commanded except to worship one god; there is no god except Him. Exalted is He above whatever they associate with Him (At-Tawbah 31).",,Traits of the Evil Scholars
Rumiyah,5,Jan-17,Qur'an,al-Jathiyah 18,"""Then We placed you upon the law of the religion, so follow it and do not follow the desires of those who do not know"" (Al-Jathiyah)",,The Prohibition of Bida And the Order to Avoid Them
Rumiyah,5,Jan-17,Qur'an,al-Imran 53,"""[Isa's disciples said], 'O our Lord! We have believed in waht You revealed and we have followed the Messenger, so record us as witnesses'"" (Al Imran 53).",,The Prohibition of Bida And the Order to Avoid Them
Rumiyah,5,Jan-17,Classical Scholar,Ibn Taymiyyah,"Ibn Taymiyyah said, ""Acts of worship are based upon the Shari'ah and adherence thereto not upon desire and innovation. Indeed, Islam is built on two principles: that we worship Allah alone without any partner and that we worship Him according to what He legislated upon the tongue of His Messenger. We do not worship Him by desires and innovations, for no one is allowed to worship Allah except by what His Messenger legislated obligatory and recommended deed"" (Majmu al-Fatawa)",,The Prohibition of Bida And the Order to Avoid Them
Rumiyah,5,Jan-17,Hadith,Sahih Muslim,"Allah's Messenger said, ""The worst of affairs are religious innovations, all of which are deviance""",,The Prohibition of Bida And the Order to Avoid Them
Rumiyah,5,Jan-17,Classical Scholar,Ibn Taymiyyah,"Ibn Taymiyyah said, ""Whoever makes something a part of the religion and a means to seek nearness to Allah, without evidence from Allah, then he is a deviant innovator. This is what was meant by the Prophet when he said, 'Every bid'ah is deviance.' Bid'ah opposes the Shari'ah. The Shari'ah is what Allah and His Messenger obligated or recommended, even if it is something not done during his life, like congregrating for Tarawih behind a single imam, compiling the Quran into the Mushaf, killing the murtaddin and the Khawarij, and so forth. And whatever was not legislated by Allah and His Messenger is a bid'ah and deviance"" (Majmu al-Fatawa).",,The Prohibition of Bida And the Order to Avoid Them
Rumiyah,5,Jan-17,Hadith,"Buhari, Muslim","Allah's Messenger said, ""Whoever does a deed not based on our matter, then it is rejected""",,The Prohibition of Bida And the Order to Avoid Them
Dabiq,14,Apr-16,Islamist,Muhammad Jamal Hishmat,"In this regards, the Ikhw?n? parliamentary Muhammad The t?gh?t Hosni Mubarak 40 Jam?l Hishmat said, The publishing of the book Preachers, Not Judges’ was sufficient to negate the issue of takf?r, even if the issue was raised by Sayyid Qutb5 . The methodology adhered to by the Ikhw?n is that there is no takf?r. The twentieth principle of the twenty principles [penned by Hasan al-Bann?] is that it is not permissible for anyone to make takf?r of another due to sin6 . This is clear. There were no attempts of assassinations driven by takf?r. There is no adoption of takf?r. Those of the Ikhw?n that adopted takf?r abandoned the party. They were debated. Those who understood, became moderate, and returned from their evil, returned to the party. Those who did not return, were expelled from the party and were told by those who expelled them, Look for another banner.’ This is a very clear matter [Al-Jaz?rah Interview].",,The Murtadd Brotherhood
Rumiyah,5,Jan-17,Classical Scholar,Ibn Taymiyyah,"Ibn Taymiyyah commented, ""The Sunnah is the Shari'ah, which is what Allah and His Messenger commanded. Thus any word, deed, or intention not legislated and ordered by Allah is a bid'as and is not loved by Allah. Hence, Allah will not accept it, and it is not good"" (Majmu al-Fatawa)",,The Prohibition of Bida And the Order to Avoid Them
Rumiyah,5,Jan-17,Classical Scholar,"Ibn Qudama, ""Mukhtasar Minhaj al-Qasidin""","Abul-Abbas Ibn Qudamah said, The one entering the bathhouse should be reminded, by its heat, of the heat of the Hellfire, for a believer’s thoughts do not cease roaming over every affair from the affairs of the dunya, remembering therewith the affairs of the Hereafter, because what prevails over the believer is the affair of the Hereafter, and every vessel only pours out what it contains. Do you not see that if a carpet seller, a weaver, a carpenter, and a builder were to enter into a nice home, you would see the carpet seller looking at the rugs and reflecting on their value, the weaver looking at the textiles, the carpenter looking at the wood of the home, and the builder looking at the walls? The believer is likewise – if he sees darkness, he remembers the darkness of the grave, if he hears a terrifying sound, he remembers the blowing of the trumpet [on the Day of Judgment], if he sees something blissful, he remembers the bliss of Jannah, and if he sees torment, he remembers the Hellfire (Mukhtasar Minhaj al-Qasidin).",,The Flames of Justice
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The party even released an official statement in support of the Khomeini state, saying, The international organization of the Muslim Brotherhood called the heads of Islamic movements in Turkey, Pakistan, India, Indonesia, Afghanistan, Malaysia, and the Philippines, in addition to the local branches of the Muslim Brotherhood in the Arab world, Europe, and America, to a meeting that led to the formation of a delegation sent upon a private plane to Tehran. The delegation met ?yatull?h al-Khomeini to reaffirm the solidarity of the Islamic movement represented by the delegation, which were the Muslim Brotherhood, the Salvation Party of Turkey, Jamaat-e-Islami Pakistan, Jamaat-e-Islami Hind, the Masyumi Party of Indonesia, Muslim Youth Movement of Malaysia, and al-Jam?’ah al-Isl?miyyah of the Philippines. The meeting was a scene manifesting at the proper time the greatness and power of Islam to dissolve…sectarian differences. Im?m Khomeini honored the delegation and made it clear to it that he was certain during his exile that his reserves were the reserves of the Islamic revolution worldwide, his reserves being every muwahhid Muslim who says there is no god but Allah. He said that the revolution was not only for Iran, but also for every Islamic state whose ruler transgresses against the Islamic religion and stands in the way of its dynamic movement and that Allah who blessed Khomeini with victory against the Shah would support every Khomeini against every Shah. The delegation also stressed from its side to Im?m Khomeini that the Islamic movements would continue to uphold their pledge in serving the Islamic revolution in Iran and everywhere with all their human, scholarly, and material ability. After the delegation prayed the gh?’ib funeral prayer for the [R?fid?] shuhad?’, a number of meetings were held … The meetings focused on future coordination and cooperation … The delegation later made a call – during a touching television interview – to a day of solidarity with the Iranian revolution all over the Islamic world and wherever there are Islamic communities and gatherings outside it. On that day, after Jumu’ah prayer on 16 March 1979, the gh?’ib funeral prayer is to be prayed for the shuhad?’ of the Iranian revolution. We call all the activists in the Islamic field everywhere to remember that day, remind others of it, and make the gh?’ib funeral pray",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The Brotherhood also released an official statement which said, Our position towards our Christian brothers in Egypt and the Muslim world is a historic, famous, and clear position. They have the same rights and responsibilities as us. They are our partners in the nation and our brothers in the long, national struggle. They have all the rights of citizenship: the material and moral rights, the civilian and political rights [Bay?n linN?s].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The fourth General Guide Muhammad H?mid AbunNasr was asked, Some people accuse the Ikhw?n of being the enemies of democracy and having enmity towards political pluralism. What is your response to this accusation? He responded, Whoever says such does not know the Ikhw?n. He just throws accusations ignorantly. We support all the complete and comprehensive meanings and dimensions of democracy. We are not against party pluralism. The people are the ones who have the right to judge all ideologies and individuals [Al-?lam Magazine]",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The Ikhw?n? ideologue Far?d Abdil-Kh?liq said, Islam does not oppose the establishment of political parties and does not oppose democracy. Rather the core of democracy is from the heart of Islam [Al-Musawwir Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The sixth General Guide Ma’m?n al-Hudayb? said, The Muslim Brotherhood support real democracy [Al-Musawwir Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The fourth General Guide Muhammad H?mid AbunNasr said, We believe that Islamic rule must permit for political party pluralism because as the opinions increase the gains increase. We also believe that Islamic rule must grant the freedom to form parties even for those orientations that you say oppose Islam such as communism and secularism. This makes it possible to face them with proof and clarification. This is better than the transformation of these political movements into secret societies. For this reason, we have no problem with the establishment of a communist party inside an Islamic state [Al-?lam Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The second General Guide Hasan al-Hudayb? said, Communism is not to be opposed by violence nor laws. I have no problem with them having a public party. Islam will guarantee safety on the route which the country takes [AnN?r Newspaper].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The third General Guide Umar at-Tilims?n? said, I was asked if I would allow the establishment of a Nasserite party in Egypt and said, I allow for such, because personal freedom has no limit at all’ [Ad-Da’wah Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"At-Tilims?n? also said, Our stance towards all parties is that of freedom and respect of other views. So why would I prohibit for people what I permit for myself? Is it freedom to prevent the people from holding their own personal views? [Al-Mujtama’ Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The third General Guide Umar at-Tilims?n? was asked, Is it possible that the matter between you and the government reaches the point of fighting? He replied, We will not harm anyone nor do we strive to harm anyone. Even if the matter reached the point of placing us in prisons, we will not fight them [Al-Majallah Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"Umar at-Tilims?n? said, When World War II started in 1939, the Ikhw?n with their strength could have caused a lot of hardship for the Allies. But the martyred im?m Hasan al-Bann? gave his orders to the people and the regions in which the Ikhw?n had presence telling them to remain calm, dedicate their time to da’wah, and focus all their efforts away from instigation, until the Allies became victorious. The position of this region – which was full of Ikhw?n everywhere – was one of the reasons for the victory of the Allies, but they disregarded the martyred im?m and the Ikhw?n and rewarded the im?m with treachery [Dhikr?y?t l? Mudhakkir?t].",,The Murtadd Brotherhood
